id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	epi.SOX9_basalis|epi.SOX9_basalis	epi.SOX9_basalis|mes.eStromal	epi.SOX9_basalis|mes.eStromal_MMPs	epi.SOX9_basalis|mes.Fibroblast_basalis	epi.SOX9_basalis|mes.uSMCs	mes.eStromal|epi.SOX9_basalis	mes.eStromal|mes.eStromal	mes.eStromal|mes.eStromal_MMPs	mes.eStromal|mes.Fibroblast_basalis	mes.eStromal|mes.uSMCs	mes.eStromal_MMPs|epi.SOX9_basalis	mes.eStromal_MMPs|mes.eStromal	mes.eStromal_MMPs|mes.eStromal_MMPs	mes.eStromal_MMPs|mes.Fibroblast_basalis	mes.eStromal_MMPs|mes.uSMCs	mes.Fibroblast_basalis|epi.SOX9_basalis	mes.Fibroblast_basalis|mes.eStromal	mes.Fibroblast_basalis|mes.eStromal_MMPs	mes.Fibroblast_basalis|mes.Fibroblast_basalis	mes.Fibroblast_basalis|mes.uSMCs	mes.uSMCs|epi.SOX9_basalis	mes.uSMCs|mes.eStromal	mes.uSMCs|mes.eStromal_MMPs	mes.uSMCs|mes.Fibroblast_basalis	mes.uSMCs|mes.uSMCs	immune.eM1|immune.eM1	immune.eM1|immune.eM2	immune.eM1|mes.eStromal	immune.eM1|mes.eStromal_MMPs	immune.eM2|immune.eM1	immune.eM2|immune.eM2	immune.eM2|mes.eStromal	immune.eM2|mes.eStromal_MMPs	mes.eStromal|immune.eM1	mes.eStromal|immune.eM2	mes.eStromal_MMPs|immune.eM1	mes.eStromal_MMPs|immune.eM2	mes.dStromal_early|mes.dStromal_early	mes.dStromal_early|immune.uNK3	mes.dStromal_early|immune.uNK1	immune.uNK3|mes.dStromal_early	immune.uNK3|immune.uNK3	immune.uNK3|immune.uNK1	immune.uNK1|mes.dStromal_early	immune.uNK1|immune.uNK3	immune.uNK1|immune.uNK1	immune.uNK3|immune.eM1	immune.uNK3|immune.eM2	immune.uNK3|endo.Arterial	immune.uNK3|endo.Venous	immune.uNK3|mes.ePV_1a	immune.uNK3|mes.ePV_1b	immune.uNK3|mes.ePV_2	immune.uNK1|immune.eM1	immune.uNK1|immune.eM2	immune.uNK1|endo.Arterial	immune.uNK1|endo.Venous	immune.uNK1|mes.ePV_1a	immune.uNK1|mes.ePV_1b	immune.uNK1|mes.ePV_2	immune.eM1|immune.uNK3	immune.eM1|immune.uNK1	immune.eM1|endo.Arterial	immune.eM1|endo.Venous	immune.eM1|mes.ePV_1a	immune.eM1|mes.ePV_1b	immune.eM1|mes.ePV_2	immune.eM2|immune.uNK3	immune.eM2|immune.uNK1	immune.eM2|endo.Arterial	immune.eM2|endo.Venous	immune.eM2|mes.ePV_1a	immune.eM2|mes.ePV_1b	immune.eM2|mes.ePV_2	endo.Arterial|immune.uNK3	endo.Arterial|immune.uNK1	endo.Arterial|immune.eM1	endo.Arterial|immune.eM2	endo.Arterial|endo.Arterial	endo.Arterial|endo.Venous	endo.Arterial|mes.ePV_1a	endo.Arterial|mes.ePV_1b	endo.Arterial|mes.ePV_2	endo.Venous|immune.uNK3	endo.Venous|immune.uNK1	endo.Venous|immune.eM1	endo.Venous|immune.eM2	endo.Venous|endo.Arterial	endo.Venous|endo.Venous	endo.Venous|mes.ePV_1a	endo.Venous|mes.ePV_1b	endo.Venous|mes.ePV_2	mes.ePV_1a|immune.uNK3	mes.ePV_1a|immune.uNK1	mes.ePV_1a|immune.eM1	mes.ePV_1a|immune.eM2	mes.ePV_1a|endo.Arterial	mes.ePV_1a|endo.Venous	mes.ePV_1a|mes.ePV_1a	mes.ePV_1a|mes.ePV_1b	mes.ePV_1a|mes.ePV_2	mes.ePV_1b|immune.uNK3	mes.ePV_1b|immune.uNK1	mes.ePV_1b|immune.eM1	mes.ePV_1b|immune.eM2	mes.ePV_1b|endo.Arterial	mes.ePV_1b|endo.Venous	mes.ePV_1b|mes.ePV_1a	mes.ePV_1b|mes.ePV_1b	mes.ePV_1b|mes.ePV_2	mes.ePV_2|immune.uNK3	mes.ePV_2|immune.uNK1	mes.ePV_2|immune.eM1	mes.ePV_2|immune.eM2	mes.ePV_2|endo.Arterial	mes.ePV_2|endo.Venous	mes.ePV_2|mes.ePV_1a	mes.ePV_2|mes.ePV_1b	mes.ePV_2|mes.ePV_2	epi.SOX9_functionalis_I|epi.SOX9_functionalis_I	epi.SOX9_functionalis_I|epi.SOX9_functionalis_II	epi.SOX9_functionalis_I|mes.eStromal	epi.SOX9_functionalis_I|mes.eStromal_MMPs	epi.SOX9_functionalis_II|epi.SOX9_functionalis_I	epi.SOX9_functionalis_II|epi.SOX9_functionalis_II	epi.SOX9_functionalis_II|mes.eStromal	epi.SOX9_functionalis_II|mes.eStromal_MMPs	mes.eStromal|epi.SOX9_functionalis_I	mes.eStromal|epi.SOX9_functionalis_II	mes.eStromal_MMPs|epi.SOX9_functionalis_I	mes.eStromal_MMPs|epi.SOX9_functionalis_II	epi.SOX9_luminal|epi.SOX9_luminal	epi.SOX9_luminal|epi.preCiliated	epi.preCiliated|epi.SOX9_luminal	epi.preCiliated|epi.preCiliated	epi.preGlandular|epi.preGlandular	epi.preGlandular|mes.dStromal_early	mes.dStromal_early|epi.preGlandular	epi.preLuminal|epi.preLuminal	epi.preLuminal|epi.Ciliated	epi.Ciliated|epi.preLuminal	epi.Ciliated|epi.Ciliated	epi.Glandular|epi.Glandular	epi.Glandular|epi.Glandular_secretory	epi.Glandular|mes.dStromal_mid	epi.Glandular_secretory|epi.Glandular	epi.Glandular_secretory|epi.Glandular_secretory	epi.Glandular_secretory|mes.dStromal_mid	mes.dStromal_mid|epi.Glandular	mes.dStromal_mid|epi.Glandular_secretory	mes.dStromal_mid|mes.dStromal_mid	epi.Luminal|epi.Luminal	epi.Luminal|epi.Ciliated	epi.Ciliated|epi.Luminal	epi.Glandular_secretory|epi.Glandular_secretory_FGF7	epi.Glandular_secretory|mes.dStromal_late	epi.Glandular_secretory_FGF7|epi.Glandular_secretory	epi.Glandular_secretory_FGF7|epi.Glandular_secretory_FGF7	epi.Glandular_secretory_FGF7|mes.dStromal_late	mes.dStromal_late|epi.Glandular_secretory	mes.dStromal_late|epi.Glandular_secretory_FGF7	mes.dStromal_late|mes.dStromal_late
CPI-CS0B24464AF	TENM4_FLRT3_complex_ADGRL1	complex:TENM4_FLRT3_complex	simple:O94910		ADGRL1	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.327																																																																																																																																																																		
CPI-CS04534E61E	TENM2_FLRT3_complex_ADGRL1	complex:TENM2_FLRT3_complex	simple:O94910		ADGRL1	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.327																																																																																																																																																																		
CPI-CS0C8B4ED97	TENM4_FLRT1_complex_ADGRL1	complex:TENM4_FLRT1_complex	simple:O94910		ADGRL1	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.327																																																																																																																																																																		
CPI-CS007F1C612	TENM2_FLRT1_complex_ADGRL1	complex:TENM2_FLRT1_complex	simple:O94910		ADGRL1	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.327																																																																																																																																																																		
CPI-SS0813792B7	FLRT1_ADGRL1	simple:Q9NZU1	simple:O94910	FLRT1	ADGRL1	False	False	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	1.327																																																																																																																																																																		
CPI-SS0B7D22073	FGL1_LAG3	simple:Q08830	simple:P18627	FGL1	LAG3	True	False	False	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SC068641E32	FGF19_BetaKlotho_FGFR4	simple:O95750	complex:BetaKlotho_FGFR4	FGF19		True	False	False	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS001D9549D	SDC2_FGFR4	simple:P34741	simple:P22455	SDC2	FGFR4	True	False	True	curated	False	Ligand-Receptor		1.327																																																																																																																																																																		
CPI-SS008FB916C	FGF2_FGFR4	simple:P09038	simple:P22455	FGF2	FGFR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS0D9366D11	FGF1_FGFR4	simple:P05230	simple:P22455	FGF1	FGFR4	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS05D62446A	FGF9_FGFR3	simple:P31371	simple:P22607	FGF9	FGFR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS0696C2B28	FGF20_FGFR3	simple:Q9NP95	simple:P22607	FGF20	FGFR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS0D636A374	FGF2_FGFR3	simple:P09038	simple:P22607	FGF2	FGFR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS0BC9F7E9E	FGF17_FGFR3	simple:O60258	simple:P22607	FGF17	FGFR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS015819E65	FGF1_FGFR3	simple:P05230	simple:P22607	FGF1	FGFR3	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS01333FFA6	FGF5_FGFR1	simple:P12034	simple:P11362	FGF5	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS01F67987A	FGF2_FGFR1	simple:P09038	simple:P11362	FGF2	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS0755A26DD	FGF1_FGFR1	simple:P05230	simple:P11362	FGF1	FGFR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS09D21167E	FGF22_FGFR2	simple:Q9HCT0	simple:P21802	FGF22	FGFR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS05A94DE17	FGF2_FGFR2	simple:P09038	simple:P21802	FGF2	FGFR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS0AECC113F	FGF10_FGFR2	simple:O15520	simple:P21802	FGF10	FGFR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Fibroblast growth factor	1.327																																																																																																																																																																		
CPI-SS0627D0E22	NRG4_ERBB4	simple:Q8WWG1	simple:Q15303	NRG4	ERBB4	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuregulin	1.327																																																																																																																																																																		
CPI-SS0BDD10277	HLA-F_KIR3DL2	simple:P30511	simple:P43630	HLA-F	KIR3DL2	False	False	True	curated	False	Ligand-Receptor	Signaling by HLA	1.327																																																																																																																																																																		
CPI-CS060E6DE65	Glutamate_byGLS_and_SLC17A8_GRIA1	complex:Glutamate_byGLS_and_SLC17A8	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS03487854B	Glutamate_byGLS_and_SLC1A2_GRIA1	complex:Glutamate_byGLS_and_SLC1A2	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CC0918CCE56	Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CC0924D1237	Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CC08C4BCAED	Glutamate_byGLS_and_SLC1A1_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC1A1	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CC0AF0BFF2F	Glutamate_byGLS_and_SLC17A8_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC17A8	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CC00A1F0EC7	Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS0A2ACA19B	Glutamate_byGLS2_and_SLC1A7_GRIK1	complex:Glutamate_byGLS2_and_SLC1A7	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS03EEE6D2D	Glutamate_byGLS2_and_SLC1A6_GRIK1	complex:Glutamate_byGLS2_and_SLC1A6	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS0484FC19B	Glutamate_byGLS2_and_SLC1A3_GRIK1	complex:Glutamate_byGLS2_and_SLC1A3	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS04F05F7CF	Glutamate_byGLS2_and_SLC1A2_GRIK1	complex:Glutamate_byGLS2_and_SLC1A2	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS0DD8D3E0E	Glutamate_byGLS2_and_SLC1A1_GRIK1	complex:Glutamate_byGLS2_and_SLC1A1	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS00271E4F9	Glutamate_byGLS2_and_SLC17A8_GRIK1	complex:Glutamate_byGLS2_and_SLC17A8	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS0AB98CF4B	Glutamate_byGLS2_and_SLC17A7_GRIK1	complex:Glutamate_byGLS2_and_SLC17A7	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS025FBADF2	Glutamate_byGLS_and_SLC1A7_GRIK1	complex:Glutamate_byGLS_and_SLC1A7	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS0603C3490	Glutamate_byGLS_and_SLC1A6_GRIK1	complex:Glutamate_byGLS_and_SLC1A6	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS04473CE2B	Glutamate_byGLS_and_SLC1A3_GRIK1	complex:Glutamate_byGLS_and_SLC1A3	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
CPI-CS034026D0F	Glutamate_byGLS_and_SLC1A2_GRIK1	complex:Glutamate_byGLS_and_SLC1A2	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.327																																																																																																																																																																		
